#{"t_start": 1641665631.797942, "env_id": null}
r,l,t 
-88,13,219.870413
-105,1,219.871409
-94,23,219.895413
-88,5,219.900409
-105,1,219.902413
-119,9,219.911413
-97,2,219.914413
-105,1,219.915413
-102,3,219.919413
-96,11,219.930409
-113,10,219.940409
77,25,219.966409
-102,3,219.970409
-62,34,220.003412
-99,5,220.009413
-104,2,220.011409
-121,15,220.026409
-105,1,220.028409
-119,9,220.037409
-116,11,220.048409
-129,11,220.05941
-97,2,220.061409
-103,7,220.069409
-80,5,220.07441
-91,6,220.081409
-97,2,220.083409
-105,1,220.08541
-118,12,220.096409
-105,1,220.098409
-107,4,220.102409
-68,28,220.130409
-96,3,220.133409
-102,3,220.137409
-105,1,220.138409
-114,8,220.146409
-117,11,220.157409
-105,1,220.15941
-89,3,220.162409
-105,1,220.16441
-118,10,220.17341
-94,4,220.178409
-97,2,220.180409
-99,5,220.186409
-105,1,220.187409
-106,5,220.192409
-102,3,220.196409
63,32,220.228148
-117,6,220.234147
-1205,37,220.270147
-98,6,220.277147
12,8,220.285147
-97,2,220.288147
-100,10,220.298151
-131,17,220.316147
-94,4,220.321151
-80,6,220.328152
-111,6,220.334147
-97,2,220.336147
-98,10,220.347147
-104,6,220.354147
-105,1,220.355147
-73,30,220.385148
-102,3,220.389147
-105,1,220.390147
-99,5,220.395147
-150,23,220.418151
-96,3,220.422147
-97,2,220.424149
-88,4,220.428147
-86,9,220.438147
-21,12,220.451147
-97,2,220.453147
-80,6,220.460147
-112,5,220.465148
-97,2,220.467147
-105,1,220.469147
-97,2,220.471147
-104,6,220.477147
-105,1,220.479147
-111,11,220.490147
-97,2,220.493148
-105,1,220.494148
-107,4,220.498147
-107,4,220.503148
-96,3,220.506147
-97,2,220.509148
-97,2,220.511147
-105,1,220.513149
-148,28,220.541136
-105,1,220.542137
-97,2,220.545136
-104,6,220.551136
-105,1,220.553137
-104,6,220.559137
-105,1,220.560136
-112,5,220.566136
-97,2,220.568137
-106,5,220.573136
-104,6,220.580147
-126,18,220.598134
-131,17,220.614134
-94,4,220.618134
-105,1,220.620134
-107,5,220.625134
-76,7,220.633134
-99,5,220.638147
-96,3,220.642147
-125,16,220.657147
-107,4,220.662147
-1158,45,220.705148
-97,2,220.707147
-111,15,220.722147
-97,2,220.725147
-105,1,220.726147
-88,4,220.731147
-92,6,220.737148
-105,1,220.738147
-136,17,220.754151
-105,1,220.756148
-102,3,220.759152
-137,10,220.769152
-105,1,220.771152
-97,2,220.773152
-102,3,220.777151
-95,8,220.785147
-105,1,220.786147
-98,7,220.794151
118,13,220.808151
-105,1,220.810151
-97,2,220.812147
-111,6,220.818147
-93,5,220.824148
-99,5,220.829152
87,21,220.851151
-94,4,220.855152
-97,2,220.858147
-105,1,220.859152
-97,2,220.862147
-80,6,220.868147
-89,17,220.886492
-113,9,220.895504
-111,10,220.905503
-97,2,220.908503
-112,5,220.913505
-94,4,220.917503
-104,6,220.923503
395,46,220.970507
-81,4,220.974508
-105,1,220.976503
-102,3,220.979508
-89,3,220.983505
-105,1,220.984507
-105,1,220.986503
-111,17,221.003504
-75,11,221.014504
-101,8,221.023508
-125,18,221.041503
-122,15,221.056503
-110,2,221.058503
-145,22,221.080503
-57,35,221.115504
-99,5,221.120503
-117,12,221.132503
33,28,221.160503
-97,2,221.163504
-111,9,221.172503
-102,3,221.175503
5,9,221.185505
-107,4,221.189504
-111,10,221.199504
-99,5,221.205503
-176,29,221.233503
-99,6,221.240503
-82,12,221.253503
-104,7,221.260503
-97,2,221.263505
-97,2,221.265504
-104,6,221.271503
-105,1,221.273504
-119,9,221.282503
-97,2,221.284503
-96,7,221.292503
-86,5,221.297503
-99,5,221.303504
-105,1,221.304504
-99,5,221.309504
-105,1,221.311503
-99,5,221.316503
-102,3,221.320503
-105,1,221.321503
-6,19,221.343504
-116,15,221.358503
-99,5,221.364503
-102,3,221.367503
-93,5,221.372504
-94,5,221.378503
-109,7,221.385503
-105,1,221.387503
-31,25,221.412503
-97,2,221.414507
-99,5,221.420503
-101,4,221.424503
-121,21,221.445508
-103,7,221.452503
-97,2,221.455503
-21,12,221.467503
-105,1,221.469507
-96,3,221.472503
-80,10,221.483508
-98,6,221.489503
-99,5,221.495503
-117,7,221.502503
-97,2,221.504507
-97,2,221.507503
-99,5,221.512503
-89,34,221.546503
-94,4,221.550507
-97,2,221.553504
-98,6,221.559508
-97,2,221.561503
-97,2,221.564503
-105,1,221.565503
-104,2,221.568503
-89,3,221.571503
-6,16,239.089369
-97,2,239.09237
0,10,239.103369
-87,16,239.121369
-106,9,239.131369
-99,5,239.137369
-97,2,239.139369
-109,7,239.147369
-97,2,239.15037
-105,1,239.151369
-15,16,239.16937
-97,2,239.172369
-97,2,239.174369
201,15,239.192369
-89,3,239.195369
-89,3,239.199369
-105,1,239.20137
-97,2,239.203369
-94,4,239.208369
-105,1,239.210369
-94,4,239.214369
-101,4,239.219369
-109,7,239.226369
-109,7,239.234369
-105,1,239.236369
-102,3,239.239369
152,27,239.270369
-11,17,239.289369
-96,3,239.293369
-102,3,239.296369
-86,10,239.308369
-105,1,239.309369
-102,3,239.313369
-71,10,239.325382
-102,3,239.328382
-99,5,239.333382
-97,2,239.335382
-94,4,239.340369
-102,3,239.343382
-112,5,239.34938
-106,5,239.354381
-110,2,239.356381
-105,1,239.35838
-114,8,239.36638
-89,3,239.369381
-105,1,239.371381
-81,18,239.390382
-105,1,239.391382
-97,2,239.394381
-105,19,239.41338
-116,10,239.424381
-89,3,239.427381
-102,3,239.431382
-86,5,239.436382
-105,1,239.438381
-81,13,239.452382
30,8,239.462381
-99,5,239.467382
-97,2,239.470382
-86,5,239.475382
-99,5,239.481381
-102,3,239.485381
-107,5,239.490381
-96,7,239.498381
-75,5,239.503381
-97,2,239.506381
-105,1,239.508381
-105,1,239.510382
-110,2,239.513381
-101,4,239.518381
-107,4,239.522381
-84,6,239.529381
-91,11,239.541381
-105,11,239.552381
-107,4,239.557381
-102,3,239.56038
-109,7,239.567381
-88,4,239.572386
-104,6,239.578381
-91,6,239.584381
-105,1,239.586381
-78,12,239.599385
-97,2,239.602386
-86,9,239.611382
102,16,239.629385
-105,1,239.630385
-95,9,239.640385
-99,6,239.646381
-107,4,239.651381
-102,3,239.654385
-105,1,239.655381
-107,4,239.660385
-89,3,239.663381
-105,11,239.674381
-129,12,239.686381
-105,1,239.688385
-89,3,239.691386
-12,15,239.70638
-107,4,239.711385
-102,3,239.714381
-89,3,239.718381
-97,2,239.720385
-33,21,239.741385
-90,9,239.751385
-121,17,239.76738
197,11,239.780381
-94,4,239.784382
-104,2,239.787382
-94,4,239.791381
110,17,239.809381
-97,2,239.812381
-99,5,239.817381
-94,5,239.822381
-105,1,239.824382
-102,3,239.827381
-106,9,239.836383
-85,7,239.844382
-97,2,239.846381
-119,9,239.856381
-99,6,239.862381
91,22,239.885381
114,15,239.901381
-97,2,239.903381
-93,15,239.919381
106,18,239.938381
-102,3,239.941381
-118,10,239.952381
-105,1,239.953381
120,17,239.97138
-37,20,239.992381
-105,1,239.993381
-102,3,239.997381
10,9,240.006381
-126,16,240.022381
-94,4,240.026382
-91,6,240.033381
-106,5,240.038381
-116,15,240.053381
-94,4,240.057381
-102,3,240.061381
-105,1,240.062381
-107,4,240.066381
-112,10,240.076385
-98,6,240.08238
-111,10,240.093381
-97,2,240.095381
-102,3,240.098381
-105,1,240.100381
-105,1,240.101381
-105,1,240.103381
-89,3,240.106385
-97,2,240.109381
-97,2,240.111381
-105,1,240.113381
87,24,240.138385
-97,2,240.141381
-94,4,240.145369
-105,1,240.147381
-99,5,240.15238
-110,2,240.155385
-105,1,240.156385
-16,11,240.168385
-85,10,240.179386
-92,6,240.185385
-94,4,240.189381
100,23,240.213381
-123,14,240.227963
-99,5,240.232963
-94,5,240.237963
-96,3,240.241963
-99,5,240.246963
-105,1,240.248963
-116,13,240.261963
-94,4,240.265964
-97,2,240.267963
-102,9,240.277963
-102,3,240.280963
-97,2,240.283963
-98,6,240.289963
-94,4,240.293963
-105,1,240.295963
-116,15,240.309963
-105,1,240.311963
-102,3,240.314964
-110,2,240.316963
-105,1,240.318963
-99,5,240.323963
-87,5,240.329964
97,17,240.347963
-105,1,240.348963
-94,4,240.353963
-102,3,240.356963
-97,2,240.358963
-60,9,240.369963
-124,12,240.381963
-104,6,240.387963
-117,6,240.393967
-105,1,240.395967
-85,12,240.407963
-99,5,240.413963
-97,2,240.415967
-108,8,240.423963
155,27,240.451967
-70,8,240.460967
-105,1,240.462963
-97,2,240.464967
-97,2,240.467963
-110,12,240.479967
-91,6,240.485963
-89,3,240.489967
-99,5,240.494967
-116,11,240.505967
-81,5,240.511963
-83,11,240.524967
-102,3,240.528963
-105,1,240.529963
-109,7,240.537967
-111,10,240.547963
-90,8,240.555963
-99,5,240.561963
-105,1,240.562963
-105,1,240.564963
-93,5,240.569967
-89,3,240.573963
-97,2,240.575963
-137,25,240.600963
-89,3,240.603963
19,14,240.619967
-104,6,240.625963
-93,22,240.647963
-105,1,240.649952
-94,4,240.653952
-100,14,240.668952
-15,14,240.682964
51,49,240.734952
-115,3,240.738953
-105,1,240.739964
-97,2,240.742964
-131,18,240.760964
-101,4,240.76595
-105,1,240.766964
-105,1,240.768952
-110,2,240.770956
-105,1,240.772964
165,22,240.797964
-92,6,240.805964
-105,1,240.807952
-24,20,240.829964
-86,10,240.840952
-96,15,240.85995
-100,10,240.872952
87,17,240.895963
-88,4,240.900964
-102,3,240.904965
-122,24,240.931967
41,31,240.963305
-105,1,240.965317
-109,7,240.972317
-142,18,240.989316
-105,1,240.990317
-115,3,240.994317
-97,2,240.996316
-113,10,241.006318
-104,6,241.012316
-102,3,241.016316
90,23,241.040317
-105,1,241.042316
-97,2,241.044317
-107,4,241.048317
-94,4,241.053316
-97,2,241.055317
-76,7,241.063318
-96,7,241.070317
-97,2,241.073316
-107,4,241.077317
-94,4,241.081317
-89,3,241.085317
-89,3,241.088318
-89,3,241.092317
-93,5,241.097317
-105,1,241.099321
-101,4,241.103316
-102,3,241.106317
-102,3,241.110317
-104,2,241.112321
-87,5,241.11732
-97,2,241.120317
-105,1,241.121316
-109,22,241.145318
-105,1,241.147318
-94,4,241.152321
-80,13,241.166318
-97,2,241.169317
-97,2,241.171321
-117,7,241.179318
-97,2,241.181321
-48,23,241.204321
-105,1,241.206306
-123,11,241.217318
-93,5,241.223318
-109,7,241.23032
-97,2,241.233321
-97,2,241.235316
-102,3,241.239317
-105,1,241.24032
-30,19,241.26032
-105,1,241.261317
162,23,241.286322
-94,4,241.290316
-99,5,241.296321
-88,12,241.308321
-105,1,241.310317
-105,1,241.311316
79,26,241.338318
-80,6,241.344317
-97,2,241.347316
178,16,241.364321
-93,5,241.369317
-112,5,241.375316
-101,4,241.379318
-86,5,241.384317
-99,5,241.390317
-105,1,241.391316
-98,6,241.398317
3,13,241.412318
-89,3,241.415316
-105,1,241.417318
-112,18,241.436316
-110,2,241.438316
-102,3,241.442316
94,20,241.463317
-109,7,241.470316
-71,6,241.477318
-105,1,241.479318
-15,13,241.492318
-105,1,241.494318
126,15,241.511316
-108,8,241.519304
-105,1,241.520304
-105,1,241.522305
-97,2,241.524304
-100,17,241.544303
-86,5,241.549304
97,21,241.571304
-105,1,241.573306
-94,4,241.577304
146,30,241.609304
-93,10,241.620304
-102,3,241.623304
-88,4,241.628304
-110,2,241.630304
-102,3,241.634304
-97,2,241.636304
-105,11,241.647304
-126,16,241.663304
-97,2,241.665304
-97,2,241.668306
-89,3,241.671304
-101,4,241.676304
-97,2,241.678304
-126,16,241.694303
-98,6,241.701306
-102,3,241.705306
-80,6,241.712304
-97,2,241.714303
-94,4,241.719304
-105,1,241.720306
-107,18,241.740306
-105,1,241.741306
-94,4,241.746306
-94,4,241.75041
-97,2,241.753321
-102,17,241.770318
-109,8,241.779318
-102,8,241.789306
-105,1,241.791318
-97,2,241.793321
-89,4,241.798318
-105,1,241.799305
-124,31,241.831321
-102,3,241.835317
-105,1,241.836317
-124,14,241.850316
-102,3,241.854316
63,28,241.883317
-120,31,241.914321
-45,25,241.940341
-93,5,241.945341
3,15,241.961341
-96,3,241.965341
-99,5,241.970341
-105,1,241.972341
-104,7,241.979342
-114,9,241.988341
-105,1,241.989342
-102,3,241.993341
-89,3,241.996341
-105,1,241.997342
-108,14,242.011341
-89,3,242.015341
-95,9,242.024341
13,10,242.034341
-105,1,242.036341
-6,9,242.046341
-8,12,242.058341
-122,25,242.083342
-97,7,242.091341
105,20,242.112341
-88,4,242.116341
-95,9,242.126341
-99,5,242.131341
-97,2,242.134341
-108,8,242.141341
-94,4,242.146342
-98,6,242.152341
-116,12,242.164341
-108,8,242.172341
-94,4,242.177342
-89,5,242.182341
-99,6,242.188341
-105,1,242.190341
-107,9,242.199342
-110,12,242.211345
-105,1,242.213341
-110,2,242.215341
111,8,242.224341
-103,7,242.231341
-101,5,242.237341
-94,4,242.241341
-104,2,242.243345
-97,2,242.246341
-109,7,242.25334
-97,2,242.255341
-11,13,242.269346
-96,3,242.272341
-200,27,242.299345
-112,10,242.309345
-89,3,242.312341
-116,7,242.319345
-100,10,242.330341
-97,3,242.333341
-107,9,242.342345
-94,4,242.346341
2,10,242.357345
-105,1,242.359345
-98,6,242.365341
-80,6,242.372341
-97,3,242.375341
-97,2,242.377345
-102,3,242.381341
-107,4,242.385341
-124,10,242.395341
-105,1,242.397346
-104,6,242.403342
-91,6,242.410341
-76,7,242.418342
-119,9,242.427342
-96,3,242.431345
-105,1,242.432342
-105,1,242.43433
-112,5,242.439342
-75,9,242.449342
156,24,242.474341
-105,1,242.475341
-91,7,242.482341
-114,8,242.491341
-90,8,242.499342
-91,6,242.505341
-97,2,242.508341
113,21,242.530341
-113,9,242.541341
-110,22,242.564341
-104,2,242.567341
-111,21,242.589342
-90,8,242.597341
-99,5,242.603341
-104,2,242.605341
-97,2,242.608342
-117,11,242.619342
-97,2,242.621341
-105,1,242.623341
-98,14,242.637341
-89,3,242.641342
-99,15,242.656341
-97,2,242.659342
-105,1,242.660341
-104,6,242.666341
-106,9,242.676341
-104,6,242.682341
-94,4,242.686341
-75,8,242.695341
-124,10,242.705342
-109,19,242.725341
-107,4,242.729346
202,13,242.743341
-131,27,242.771344
-105,1,242.772342
-97,2,242.775342
-98,6,242.781341
-81,4,242.786345
5,9,242.796345
-102,3,242.799343
-105,1,242.801342
-112,27,242.828341
191,17,242.847345
-104,6,242.853345
-99,5,242.858341
-105,1,242.860341
-101,4,242.864341
-104,6,242.870341
-81,4,242.875345
-97,2,242.877341
-105,1,242.879345
-107,15,242.894341
-125,13,242.907341
-89,3,242.910341
-105,1,242.912345
-105,1,242.913345
-79,5,242.919345
-97,2,242.922341
-102,3,242.925341
-105,1,242.927341
-76,7,242.934341
-23,16,242.951341
-99,5,242.956341
-97,2,242.959536
-97,2,242.962146
187,13,242.975783
-96,18,242.994782
-105,1,242.996782
-107,4,243.000786
-107,4,243.004782
-13,18,243.022786
-86,5,243.028782
-92,6,243.034782
-85,11,243.046782
-105,1,243.047787
-112,5,243.052786
-110,2,243.055787
-105,1,243.056786
-114,8,243.064782
-89,3,243.068786
-105,1,243.070786
-109,7,243.077782
-96,3,243.080782
-95,9,243.089786
-103,7,243.097786
-99,5,243.102771
-99,5,243.107786
-102,3,243.111782
-88,4,243.115782
-105,1,243.117786
-99,5,243.122782
-97,2,243.125782
-106,9,243.134786
-91,6,243.140782
-117,6,243.146782
-107,5,243.151782
-84,6,243.158782
-105,1,243.160782
-107,9,243.169786
-101,5,243.174786
4,18,243.193782
-94,5,243.199783
-105,1,243.200782
-97,2,243.203781
-105,1,243.204782
66,36,243.240782
-105,1,243.242782
-89,3,243.245782
-105,1,243.247782
-104,2,243.249783
-105,1,243.251782
-97,2,243.253782
-97,2,243.255782
-80,7,243.263782
-104,2,243.265782
-99,5,243.270782
-94,4,243.275782
-94,4,243.279783
-102,3,243.283782
-103,7,243.290782
-97,2,243.292782
-89,3,243.296782
-97,2,243.298782
-86,5,243.304782
-89,3,243.307782
-102,3,243.311782
-97,2,243.313782
-97,2,243.316782
-95,9,243.325782
-105,1,243.32677
-102,3,243.330771
-97,2,243.332782
-71,6,243.339783
-105,1,243.341782
-106,10,243.351782
-97,2,243.353782
-111,10,243.364783
-97,2,243.366783
-124,10,243.376782
-94,5,243.381783
-94,4,243.386782
-105,1,243.387782
-104,6,243.393782
-91,6,243.400782
-101,8,243.408782
-96,7,243.415782
-110,12,243.427782
-99,5,243.433782
-94,4,243.437783
-109,3,243.441782
166,26,243.467782
-97,2,243.470782
-90,8,243.478782
-75,9,243.488783
-131,25,243.513782
-99,5,260.967928
-96,11,260.980928
14,38,261.021928
-96,3,261.025928
-97,2,261.027928
-105,1,261.029928
-105,1,261.032038
-90,8,261.040035
-140,36,261.079035
-98,6,261.086035
-97,2,261.088035
-98,7,261.096035
-89,3,261.100035
-126,15,261.116035
-107,9,261.126034
-13,13,261.140035
-97,2,261.143035
-94,4,261.148035
-105,1,261.149035
-105,1,261.151034
-89,3,261.155035
-112,5,261.160036
-97,2,261.163035
-94,4,261.168035
-105,1,261.169035
-105,1,261.171035
-132,17,261.188035
-96,12,261.202035
-89,3,261.205035
-101,8,261.214035
-94,4,261.219035
-94,4,261.224047
-101,8,261.232048
-94,4,261.237049
-97,2,261.240048
-94,4,261.244048
-111,12,261.257052
-10,44,261.303048
-104,6,261.310051
-136,29,261.340051
-122,15,261.354047
-75,5,261.360051
-102,3,261.363051
-94,4,261.368052
-102,3,261.371051
-211,25,261.396049
90,21,261.418047
-105,1,261.420051
